Madonna,Michael Jackson,Drake,Rihanna,Lady Gaga
5,2,20,13,12
5,2,20,13,12
5,2,20,13,12
5,2,20,13,12
5,2,20,13,12
5,2,20,13,12
5,2,20,13,12
5,2,20,13,12
5,2,20,13,13
5,2,20,13,13
5,2,20,13,13
5,2,20,13,13
5,2,20,13,13
5,2,20,13,13
5,2,20,13,14
5,2,20,13,14
5,2,20,13,14
5,2,20,13,14
5,2,20,13,14
5,2,20,13,14
5,2,20,13,14
5,2,20,13,14
5,2,20,13,14
5,2,20,13,14
5,2,20,13,14
5,2,20,13,14
5,2,20,13,14
5,2,20,13,14
5,2,20,13,14
5,2,20,13,14
5,2,20,13,14
5,2,20,13,14
5,2,20,13,14
5,2,21,13,14
5,2,21,13,14
5,2,21,13,14
5,2,21,13,14
5,2,21,13,14
5,2,21,13,14
5,2,21,13,14
5,2,21,13,14
5,2,21,13,14
5,2,21,13,14
5,2,21,13,14
5,2,21,13,14
5,2,21,13,14
5,2,21,13,14
5,2,21,13,14
5,2,21,13,14
5,2,21,13,14
5,2,21,13,14
5,2,21,13,14
5,2,21,13,14
5,2,21,13,14
5,2,21,13,14
5,2,21,13,14
5,2,21,13,14
5,2,21,13,14
5,2,21,13,14
5,2,26,13,14
5,2,26,13,14
5,2,26,13,14
5,2,26,13,14
5,2,26,13,14
5,2,26,13,14
5,2,26,13,14
5,2,26,13,14
5,2,26,13,14
5,2,26,13,14
5,2,26,13,14
5,2,26,13,14
5,2,26,13,14
5,2,26,14,14
5,2,26,14,14
5,2,26,14,14
5,2,26,14,15
5,2,26,14,15
5,2,26,14,15
5,2,26,14,15
5,2,26,14,15
5,2,26,14,15
5,2,26,14,15
5,2,26,14,15
5,2,26,14,15
5,2,26,14,15
5,2,26,14,15
5,2,26,14,15
5,2,26,14,15
5,2,26,14,15
5,2,26,14,15
5,2,26,14,16
5,2,26,14,16
5,2,26,14,16
5,2,26,14,16
5,2,26,14,16
5,2,26,14,16
5,2,26,14,16
5,2,26,14,16
5,2,26,14,16
5,2,26,14,16
5,2,26,14,16
5,2,26,14,16
5,2,26,14,16
5,2,26,14,16
5,2,26,14,16
5,2,27,14,16
5,2,27,14,16
5,2,27,14,16
5,2,27,14,16
5,2,27,14,16
5,2,27,14,16
5,2,27,15,16
5,2,27,15,16
5,2,27,15,16
5,2,27,15,16
5,2,27,15,16
5,2,27,15,16
5,2,27,16,16
5,2,27,16,16
5,2,27,16,16
5,2,27,16,16
5,2,27,16,16
5,2,27,16,16
5,2,27,16,16
5,2,27,16,16
5,2,27,16,16
5,2,27,16,16
5,2,27,16,16
5,2,27,16,16
5,2,27,16,16
5,2,27,16,16
5,2,27,16,16
5,2,27,16,17
5,2,27,16,17
5,2,27,16,17
5,2,27,16,17
6,2,27,16,17
6,2,27,16,17
6,2,27,16,17
6,2,27,16,17
6,2,27,16,17
6,2,27,16,17
6,2,27,16,17
6,2,27,16,17
6,2,27,16,17
6,2,27,16,17
6,2,27,16,17
6,2,27,16,17
6,2,39,16,17
6,2,39,16,17
6,2,39,16,17
6,2,39,16,17
6,2,39,16,17
6,2,39,16,17
6,2,39,16,17
6,2,39,16,17
6,2,39,16,17
6,2,39,16,17
6,2,39,16,17
6,2,39,16,17
6,2,39,16,17
6,2,39,16,17
6,2,39,16,17
6,2,39,16,17
6,2,39,16,17
6,2,39,17,17
6,2,39,17,17
6,2,39,17,17
6,2,39,17,17
6,2,39,17,17
6,2,39,17,17
6,2,39,17,17
6,2,39,17,17
6,2,39,17,17
6,2,39,17,17
7,2,39,17,17
7,2,39,17,17
7,2,39,17,17
7,2,39,17,17
7,2,39,17,17
7,2,39,17,17
7,2,39,17,17
7,2,39,17,17
7,2,39,17,17
7,2,39,17,17
7,2,39,18,17
7,2,39,18,17
7,2,39,18,17
7,2,39,18,17
7,2,39,18,17
7,2,39,18,17
7,2,51,18,17
7,2,51,18,17
7,2,52,18,17
7,2,53,18,17
7,2,53,18,17
7,2,53,18,17
7,2,53,18,17
7,2,53,18,17
7,2,53,18,17
7,2,53,18,17
7,2,53,18,17
7,2,53,18,17
7,2,53,18,17
7,2,53,18,17
7,2,53,18,17
7,2,53,18,17
7,2,53,18,17
7,2,53,18,17
7,2,53,18,17
7,2,53,18,18
7,2,53,18,18
7,2,53,18,18
7,2,53,18,18
7,2,53,18,18
7,2,53,18,18
7,2,53,18,18
7,2,53,18,18
7,2,53,18,18
7,2,53,18,18
7,2,53,18,18
7,2,53,18,18
7,2,53,18,18
7,2,53,18,18
7,2,53,18,18
8,2,53,18,18
8,2,53,18,18
8,2,53,18,18
8,2,53,18,18
8,2,53,18,18
8,2,53,18,18
8,2,53,18,19
8,2,53,18,19
8,2,53,18,19
8,2,53,18,19
8,2,53,18,19
8,2,53,18,19
8,2,53,18,19
8,2,53,18,19
8,2,53,18,19
8,2,53,18,19
8,2,53,18,19
8,2,53,18,19
8,2,53,18,19
8,2,53,18,19
8,2,53,19,19
8,2,53,20,21
8,2,53,21,21
8,2,53,21,21
8,2,53,21,21
8,2,53,21,21
8,2,53,21,21
8,2,53,21,21
8,2,53,21,21
8,2,53,21,21
8,2,53,21,21
8,2,53,21,21
8,2,53,21,21
8,2,53,21,21
8,2,53,21,21
8,2,53,21,21
8,2,53,21,21
8,2,53,21,21
8,2,53,21,21
8,2,53,21,21
8,2,53,21,21
8,2,53,21,21
8,2,53,21,21
8,2,53,21,21
8,2,53,21,21
8,2,53,21,21
8,2,53,21,21
8,2,53,21,21
8,2,53,21,21
8,2,53,21,21
8,2,53,21,21
8,2,53,21,21
8,2,53,21,21
8,2,53,21,21
8,2,53,21,21
8,2,53,21,21
8,2,53,21,21
8,2,53,21,21
8,2,53,22,21
8,2,53,22,21
8,2,53,22,21
8,2,53,22,21
8,2,53,22,21
8,2,53,22,21
8,2,53,22,21
8,2,53,22,21
8,2,53,22,21
8,2,53,22,21
8,2,53,22,21
8,2,53,22,21
8,2,53,22,21
8,2,53,22,21
8,2,53,22,21
8,2,53,22,21
8,2,53,22,21
8,2,53,22,21
8,2,54,22,21
8,2,54,22,21
8,2,54,22,21
8,2,54,22,21
8,2,54,22,21
8,2,54,22,21
8,2,54,22,21
8,2,54,22,21
8,2,54,22,21
8,2,54,23,22
8,2,54,23,22
8,2,54,23,22
8,2,54,23,22
8,2,54,23,22
8,2,54,23,22
8,2,54,23,22
8,2,54,23,22
8,3,54,23,22
8,3,54,23,22
8,3,54,23,22
8,3,54,23,22
8,3,54,23,22
8,3,54,23,22
8,3,54,23,22
8,3,55,23,22
8,3,55,23,22
8,3,55,23,22
8,3,55,23,22
8,3,55,23,22
8,3,55,23,22
8,3,55,23,22
8,3,55,23,22
8,3,55,23,22
8,3,55,23,22
8,3,55,23,22
8,3,55,23,22
8,3,55,23,22
8,3,55,23,22
8,3,55,23,22
8,3,55,23,22
8,3,55,23,22
8,3,74,23,22
8,3,74,23,22
8,3,74,23,22
8,3,75,23,22
8,3,75,23,22
8,3,75,23,22
8,3,75,23,22
8,3,75,23,22
8,3,75,23,22
8,3,75,23,22
8,3,75,23,22
8,3,75,23,22
8,3,75,23,22
8,3,75,23,22
8,3,75,23,22
8,3,75,23,22
8,3,75,23,22
8,3,75,23,22
8,3,75,23,22
8,3,75,23,22
8,3,75,23,22
8,3,75,23,22
8,3,75,23,22
8,3,75,23,22
8,3,75,23,22
8,3,75,23,22
8,3,75,23,22
8,3,75,23,22
8,3,75,23,22
8,3,75,23,22
8,3,75,23,22
8,3,75,23,22
8,3,75,23,22
8,3,75,23,22
8,3,75,23,22
8,3,75,23,22
8,3,75,23,22
8,3,75,23,22
8,3,75,23,22
8,3,75,23,22
8,3,75,23,22
8,3,75,23,22
8,3,75,23,22
8,3,75,23,22
8,3,75,23,22
8,3,75,23,22
8,3,75,23,22
8,3,75,23,22
8,3,76,23,22
8,3,76,23,22
8,3,76,23,22
8,3,76,23,22
8,3,76,23,22
8,3,76,23,22
8,3,76,23,22
8,3,76,23,22
8,3,76,23,22
8,3,76,24,22
8,3,76,24,22
8,3,76,24,22
8,3,76,24,22
8,3,76,24,22
8,3,76,24,22
8,3,76,24,22
8,3,76,24,22
8,3,76,24,22
8,3,76,24,22
8,3,76,24,22
8,3,76,24,22
8,3,76,24,22
8,3,76,24,22
8,3,76,24,22
8,3,76,24,22
8,3,76,24,22
8,3,76,24,22
8,3,76,24,22
8,3,76,24,22
8,3,76,24,22
8,3,76,24,22
8,3,76,24,22
8,3,76,24,22
9,3,76,24,22
9,3,76,24,22
9,3,76,24,22
9,3,76,24,22
9,3,76,25,22
9,3,76,25,22
9,3,76,25,22
9,3,76,25,22
9,3,76,25,22
9,3,76,25,22
9,3,76,25,22
9,3,76,25,22
9,3,76,25,22
9,3,76,25,22
9,3,76,25,22
9,3,82,25,22
9,3,82,25,22
9,3,82,25,22
9,3,82,25,22
9,3,82,25,22
9,3,82,25,22
9,3,82,25,22
9,3,82,25,22
9,3,82,25,22
9,3,82,25,22
9,3,82,25,22
9,3,82,25,22
9,3,82,25,22
9,3,82,25,22
9,3,82,25,22
9,3,82,25,22
10,3,82,25,22
10,3,85,25,22
10,3,85,25,22
10,3,85,25,22
10,3,85,25,22
10,3,85,25,22
10,3,85,25,22
10,3,85,25,22
10,3,85,25,22
10,3,85,25,22
10,3,85,25,22
10,3,85,25,22
10,3,85,25,22
10,3,85,25,22
10,3,85,25,22
10,3,85,25,22
10,3,86,25,22
10,3,86,25,22
10,3,86,25,22
10,3,86,25,22
10,3,86,25,22
10,3,86,25,22
10,3,86,25,22
10,3,86,25,22
10,3,86,25,22
10,3,86,25,22
10,3,86,25,22
10,3,86,25,22
10,3,86,25,22
10,3,86,25,23
10,3,86,25,23
10,3,86,25,23
10,3,86,25,23
10,3,86,25,23
10,3,86,25,23
10,3,86,25,23
10,3,86,25,23
10,3,86,25,23
10,3,86,25,23
10,3,87,25,23
10,3,87,26,23
10,3,87,26,23
10,3,87,26,23
10,3,87,26,23
10,3,87,26,23
10,3,87,26,23
10,3,87,26,23
10,3,88,26,23
10,3,88,26,23
10,3,88,26,23
10,3,88,26,23
10,3,88,26,23
10,3,88,26,23
10,3,88,26,23
10,3,88,26,23
10,3,88,26,23
10,3,88,26,23
10,3,88,26,24
10,3,88,26,24
10,3,88,26,24
10,3,88,26,24
10,3,88,26,24
10,3,88,26,24
10,3,88,26,24
10,3,88,26,24
10,3,88,26,24
10,3,88,26,24
10,3,88,26,24
10,3,88,26,24
10,3,88,26,24
10,3,88,26,24
10,3,88,26,24
10,3,88,26,24
10,3,88,26,24
10,3,88,26,24
10,3,88,26,24
10,3,88,26,24
10,3,88,26,24
10,3,88,26,24
10,3,88,26,24
10,3,88,26,24
10,3,88,26,24
10,3,88,26,24
10,3,88,26,24
10,3,88,26,24
10,3,88,26,24
10,3,88,26,24
10,3,88,26,24
10,3,88,26,24
10,3,88,26,24
10,3,88,26,24
10,3,88,26,24
10,3,88,26,24
10,3,88,26,24
10,3,88,26,24
10,3,88,26,24
10,3,88,26,24
10,3,88,26,24
10,3,88,26,24
10,3,88,27,24
10,3,88,27,24
10,3,88,27,24
10,3,88,27,24
10,3,88,27,24
10,3,88,27,24
10,3,88,27,24
10,3,89,27,24
10,3,90,27,24
10,3,90,27,24
10,3,90,27,24
10,3,90,27,24
10,3,90,27,24
10,3,90,27,24
10,3,90,27,24
10,3,90,27,24
10,3,90,27,24
10,3,90,27,24
10,3,90,27,24
10,3,90,27,24
10,3,90,27,24
10,3,90,27,24
10,3,90,27,24
10,3,90,27,24
10,3,90,27,24
10,3,90,27,24
10,3,90,27,24
10,3,90,27,24
10,3,90,27,24
10,4,90,27,24
10,4,90,27,24
10,4,90,27,24
10,4,90,27,24
10,4,90,27,24
10,4,90,27,24
10,4,90,27,24
